City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Goma,CD,2020-10-26 00:36:38,-1.68,29.22,62.56,84,100,0.43
306,Eureka,US,2020-10-26 00:36:39,40.8,-124.16,68.0,36,1,12.75
307,Krasnovishersk,RU,2020-10-26 00:36:39,60.41,57.08,24.67,96,100,3.58
308,Iqaluit,CA,2020-10-26 00:36:39,63.75,-68.51,15.8,78,90,3.36
309,The Valley,AI,2020-10-26 00:33:08,18.22,-63.06,82.99,78,20,13.87
310,Mouzouras,GR,2020-10-26 00:36:39,35.53,24.15,66.2,82,0,13.87
311,Buraydah,SA,2020-10-26 00:36:40,26.33,43.98,59.0,33,0,6.4
312,Gbarnga,LR,2020-10-26 00:36:40,7.0,-9.47,71.13,98,53,1.68
313,Lorengau,PG,2020-10-26 00:36:40,-2.02,147.27,84.9,73,100,5.7
314,Yumen,CN,2020-10-26 00:36:40,40.28,97.2,32.18,81,91,10.27
315,Acarau,BR,2020-10-26 00:36:40,-2.89,-40.12,79.84,79,0,17.16
316,Sinnamary,GF,2020-10-26 00:36:41,5.38,-52.95,80.31,82,25,9.57
317,Berlevag,NO,2020-10-26 00:36:41,70.86,29.09,33.64,89,100,22.84
318,Ostrovnoy,RU,2020-10-26 00:36:41,68.05,39.51,30.0,95,100,7.31
319,Codrington,AU,2020-10-26 00:32:12,-38.27,141.97,57.27,63,4,20.09
320,Comarapa,BO,2020-10-26 00:36:42,-17.9,-64.48,64.63,89,100,4.16
321,Bethel,US,2020-10-26 00:36:42,41.37,-73.41,48.2,57,90,8.05
322,Boa Vista,BR,2020-10-26 00:36:42,2.82,-60.67,89.6,52,0,5.82
323,Svetlaya,RU,2020-10-26 00:36:42,46.54,138.33,48.4,54,0,6.8
324,Maidstone,GB,2020-10-26 00:36:42,51.27,0.52,48.0,92,100,3.0
325,Matara,LK,2020-10-26 00:36:43,5.95,80.54,77.76,85,13,6.4
326,Barra Patuca,HN,2020-10-26 00:36:43,15.8,-84.28,78.3,88,100,10.45
327,Cherskiy,RU,2020-10-26 00:36:43,68.75,161.3,16.66,96,100,1.34
328,Asuncion,PY,2020-10-26 00:36:43,-25.3,-57.64,93.2,38,0,10.29
329,Pochutla,MX,2020-10-26 00:36:44,15.74,-96.47,82.99,78,20,3.83
330,Lata,PT,2020-10-26 00:32:55,40.16,-8.33,55.0,90,26,3.96
331,Plettenberg Bay,ZA,2020-10-26 00:36:44,-34.05,23.37,62.47,90,100,12.77
332,La Asuncion,VE,2020-10-26 00:36:44,11.03,-63.86,81.45,81,0,17.05
333,San Quintin,MX,2020-10-26 00:36:45,30.48,-115.95,66.69,68,93,14.29
334,Leirvik,NO,2020-10-26 00:36:45,59.78,5.5,48.99,92,29,16.73
335,Saldanha,ZA,2020-10-26 00:32:58,-33.01,17.94,55.4,87,0,6.93
336,San Julian,MX,2020-10-26 00:36:46,21.02,-102.17,63.52,37,1,4.25
337,Margate,GB,2020-10-26 00:36:46,51.38,1.39,51.01,66,98,3.0
338,Kirkwall,GB,2020-10-26 00:36:46,58.98,-2.96,50.0,76,10,17.22
339,Rio Gallegos,AR,2020-10-26 00:36:46,-51.62,-69.22,46.4,87,75,10.29
340,Shumskiy,RU,2020-10-26 00:36:46,54.83,99.13,24.67,83,100,5.5
341,Kihei,US,2020-10-26 00:36:47,20.79,-156.47,93.2,46,40,17.22
342,Beloha,MG,2020-10-26 00:36:47,-25.17,45.05,67.17,79,91,4.65
343,Andros,GR,2020-10-26 00:36:47,37.83,24.93,68.0,82,0,4.7
344,Qandala,SO,2020-10-26 00:36:47,11.47,49.87,74.82,52,100,4.27
345,Gat,IL,2020-10-26 00:36:47,31.61,34.76,73.99,79,0,1.21
346,Stawell,AU,2020-10-26 00:36:48,-37.05,142.77,58.62,65,54,15.17
347,Les Escoumins,CA,2020-10-26 00:36:48,48.11,-69.02,29.17,90,3,4.23
348,Saint-Philippe,RE,2020-10-26 00:35:35,-21.36,55.77,68.0,68,0,5.82
349,Lourdes,FR,2020-10-26 00:36:48,43.1,-0.05,48.2,87,100,5.82
350,Sorong,ID,2020-10-26 00:35:34,-0.88,131.25,84.72,68,0,5.7
351,Aquiraz,BR,2020-10-26 00:36:49,-3.9,-38.39,80.6,83,40,11.41
352,Yerbogachen,RU,2020-10-26 00:36:35,61.28,108.01,23.14,95,100,5.08
353,Labytnangi,RU,2020-10-26 00:36:49,66.66,66.42,13.03,95,100,17.18
354,Antalaha,MG,2020-10-26 00:36:49,-14.9,50.28,68.77,86,2,6.13
355,Bubaque,GW,2020-10-26 00:36:49,11.28,-15.83,83.39,80,0,11.43
356,Chapais,CA,2020-10-26 00:34:32,49.78,-74.85,26.6,79,90,3.36
357,Atar,MR,2020-10-26 00:34:45,20.52,-13.05,88.12,15,100,7.74
358,Homer,US,2020-10-26 00:36:50,59.64,-151.55,44.6,75,90,9.17
359,Chikwawa,MW,2020-10-26 00:36:50,-16.03,34.8,76.19,57,2,0.83
360,Ulaangom,MN,2020-10-26 00:35:36,49.98,92.07,24.01,81,97,4.63
361,Balkhash,KZ,2020-10-26 00:36:51,46.84,74.98,43.36,65,32,9.57
362,Dryden,CA,2020-10-26 00:35:24,49.78,-92.75,21.2,85,90,6.93
363,Conde,BR,2020-10-26 00:34:40,-7.26,-34.91,77.0,88,0,4.7
364,Bodden Town,KY,2020-10-26 00:36:52,19.28,-81.25,82.99,83,40,11.41
365,Fuerte Olimpo,PY,2020-10-26 00:36:52,-21.04,-57.87,84.2,58,0,6.69
366,Carutapera,BR,2020-10-26 00:35:34,-1.2,-46.02,79.02,81,21,6.22
367,Mountain Home,US,2020-10-26 00:35:06,43.13,-115.69,41.0,21,1,14.99
368,Shubarkuduk,KZ,2020-10-26 00:36:53,49.14,56.49,49.71,81,74,21.5
369,Eyl,SO,2020-10-26 00:35:32,7.98,49.82,75.97,72,72,7.14
370,Bilibino,RU,2020-10-26 00:36:53,68.05,166.44,20.66,94,100,0.85
371,Nuuk,GL,2020-10-26 00:36:54,64.18,-51.72,24.8,79,100,9.17
372,Barcelos,PT,2020-10-26 00:35:31,41.54,-8.62,53.6,87,40,8.7
373,Skelleftea,SE,2020-10-26 00:33:57,64.75,20.95,44.6,93,100,11.41
374,Kenora,CA,2020-10-26 00:36:54,49.82,-94.43,23.0,79,75,5.82
375,Fukue,JP,2020-10-26 00:35:13,32.69,128.84,64.4,72,40,1.12
376,Kieta,PG,2020-10-26 00:33:06,-6.22,155.63,84.76,68,93,4.72
377,Goundam,ML,2020-10-26 00:36:55,16.41,-3.67,81.39,13,0,7.14
378,Bilma,NE,2020-10-26 00:36:55,18.69,12.92,70.2,24,0,10.07
379,Bambous Virieux,MU,2020-10-26 00:36:55,-20.34,57.76,73.99,78,75,14.99
380,Donja Dubica,BA,2020-10-26 00:36:55,45.08,18.41,53.01,84,0,3.13
381,Ribeira Grande,PT,2020-10-26 00:32:55,38.52,-28.7,65.57,77,100,8.61
382,Morristown,US,2020-10-26 00:36:56,36.21,-83.29,68.0,88,90,0.81
383,Kloulklubed,PW,2020-10-26 00:36:51,7.04,134.26,86.0,70,75,4.7
384,Bansi,IN,2020-10-26 00:36:56,27.18,82.93,65.59,56,0,2.73
385,Tommot,RU,2020-10-26 00:36:56,58.96,126.29,30.61,92,100,1.59
386,Coos Bay,US,2020-10-26 00:36:57,43.37,-124.22,55.4,32,1,12.75
387,Buenos Aires,AR,2020-10-26 00:35:02,-34.61,-58.38,68.0,94,90,3.36
388,Beringovskiy,RU,2020-10-26 00:36:49,63.05,179.32,31.23,91,0,1.92
389,Karratha,AU,2020-10-26 00:33:42,-20.74,116.85,80.19,43,67,11.81
390,Fortuna,US,2020-10-26 00:34:29,40.6,-124.16,59.0,66,1,10.29
391,Hovd,MN,2020-10-26 00:36:58,48.01,91.64,27.01,72,23,1.79
392,Ponta Delgada,PT,2020-10-26 00:36:58,37.73,-25.67,59.0,77,20,6.93
393,Anadyr,RU,2020-10-26 00:36:58,64.75,177.48,23.0,92,75,6.71
394,Kerema,PG,2020-10-26 00:32:59,-7.96,145.78,83.86,71,100,6.02
395,Biltine,TD,2020-10-26 00:36:58,14.53,20.92,75.63,20,87,6.91
396,Port Hawkesbury,CA,2020-10-26 00:36:59,45.62,-61.35,41.0,60,90,9.17
397,Ancud,CL,2020-10-26 00:35:01,-41.87,-73.82,51.01,76,90,9.17
398,Khairagarh,IN,2020-10-26 00:36:59,26.95,77.82,60.8,77,5,1.12
399,Gorgan,IR,2020-10-26 00:36:59,36.84,54.43,55.4,71,0,2.51
400,Tura,IN,2020-10-26 00:33:29,25.52,90.22,71.24,94,0,1.43
401,Illapel,CL,2020-10-26 00:37:00,-31.63,-71.17,53.65,73,0,2.01
402,Sitka,US,2020-10-26 00:37:00,57.05,-135.33,41.0,86,90,13.87
403,Kushiro,JP,2020-10-26 00:37:00,42.98,144.37,53.6,62,20,3.36
404,Vaitape,PF,2020-10-26 00:37:01,-16.52,-151.75,80.64,71,0,6.78
405,Uyemskiy,RU,2020-10-26 00:37:01,64.47,40.85,26.6,92,90,4.47
406,Gikongoro,RW,2020-10-26 00:37:01,-2.46,29.57,60.64,89,99,4.25
407,San Patricio,US,2020-10-26 00:37:01,28.02,-97.52,78.8,83,75,17.22
408,Palana,RU,2020-10-26 00:37:01,59.12,159.97,38.57,75,99,10.11
409,Mao,ES,2020-10-26 00:35:21,39.89,4.27,66.2,77,40,18.34
410,Deputatskiy,RU,2020-10-26 00:32:37,69.3,139.9,4.12,90,4,5.86
411,Methoni,GR,2020-10-26 00:37:02,36.82,21.7,63.0,93,20,16.37
412,Bani Walid,LY,2020-10-26 00:37:02,31.76,13.99,64.76,78,100,6.17
413,Black River,JM,2020-10-26 00:37:03,18.03,-77.85,80.01,88,20,6.93
414,Grand Gaube,MU,2020-10-26 00:33:39,-20.01,57.66,73.99,75,66,8.99
415,Praia,CV,2020-10-26 00:34:37,14.92,-23.51,80.6,74,0,17.22
416,San Rafael,AR,2020-10-26 00:37:03,-34.62,-68.33,62.22,32,0,7.54
417,Kulhudhuffushi,MV,2020-10-26 00:37:03,6.62,73.07,81.97,77,87,8.93
418,Sandusky,US,2020-10-26 00:37:04,41.35,-83.13,50.0,72,100,6.58
419,Fenoarivo Atsinanana,MG,2020-10-26 00:37:04,-17.37,49.42,69.76,88,9,5.82
420,Huarmey,PE,2020-10-26 00:35:47,-10.07,-78.15,63.07,85,96,9.42
421,Keetmanshoop,NA,2020-10-26 00:37:05,-26.58,18.13,67.41,25,90,4.45
422,Moindou,NC,2020-10-26 00:37:05,-21.69,165.68,87.8,43,0,12.75
423,Mareeba,AU,2020-10-26 00:37:05,-17.0,145.43,87.01,62,41,8.05
424,Udachnyy,RU,2020-10-26 00:36:37,66.42,112.4,-0.4,84,0,2.24
425,Byron Bay,AU,2020-10-26 00:37:06,-28.65,153.62,72.0,83,90,8.05
426,Avera,US,2020-10-26 00:37:06,33.19,-82.53,73.4,100,90,3.36
427,Tomelloso,ES,2020-10-26 00:37:06,39.15,-3.02,46.99,96,100,14.0
428,Majene,ID,2020-10-26 00:37:06,-3.54,118.97,85.1,67,99,6.76
429,Ormara,PK,2020-10-26 00:37:07,25.21,64.64,75.29,46,0,3.0
430,Dekernes,EG,2020-10-26 00:37:07,31.09,31.59,77.0,78,0,8.05
431,Northam,GB,2020-10-26 00:33:00,51.03,-4.22,51.01,86,98,11.99
432,Labuhan,ID,2020-10-26 00:37:07,-6.88,112.21,83.57,72,100,6.49
433,Haines Junction,CA,2020-10-26 00:37:08,60.75,-137.51,28.06,94,100,3.74
434,Westport,US,2020-10-26 00:37:08,41.14,-73.36,51.8,57,90,12.75
435,Porto Torres,IT,2020-10-26 00:37:08,40.84,8.4,66.2,88,20,13.87
436,Leeton,AU,2020-10-26 00:37:08,-34.57,146.4,53.01,100,90,9.17
437,San Jeronimo,PE,2020-10-26 00:37:09,-11.95,-75.28,54.73,64,100,3.96
438,Bintulu,MY,2020-10-26 00:37:09,3.17,113.03,73.4,100,40,5.86
439,Ayan,RU,2020-10-26 00:37:09,56.45,138.17,30.31,84,0,12.66
440,Ternate,ID,2020-10-26 00:37:09,0.8,127.4,84.15,69,100,4.07
441,Vung Tau,VN,2020-10-26 00:37:10,10.35,107.08,79.59,83,3,5.12
442,Okoneshnikovo,RU,2020-10-26 00:37:10,54.84,75.08,40.35,97,100,6.58
443,Olinda,BR,2020-10-26 00:37:10,-8.01,-34.86,80.6,74,20,4.7
444,Takoradi,GH,2020-10-26 00:37:10,4.88,-1.76,77.25,91,24,8.81
445,Sayyan,YE,2020-10-26 00:35:33,15.17,44.32,47.91,39,0,4.12
446,Adrar,MR,2020-10-26 00:37:11,20.5,-10.07,86.58,13,57,8.32
447,Hokitika,NZ,2020-10-26 00:37:11,-42.72,170.97,59.38,97,100,10.2
448,Ust-Nera,RU,2020-10-26 00:37:11,64.57,143.2,9.32,87,46,4.07
449,Ashton-Under-Lyne,GB,2020-10-26 00:37:12,53.49,-2.1,45.0,93,44,5.82
450,Taganak,PH,2020-10-26 00:37:12,6.08,118.3,78.8,88,20,2.24
451,Vila Praia De Ancora,PT,2020-10-26 00:37:12,41.81,-8.85,54.0,93,75,3.36
452,Agapovka,RU,2020-10-26 00:33:07,53.3,59.13,41.0,100,90,11.18
453,Vyartsilya,RU,2020-10-26 00:37:12,62.18,30.69,36.81,84,100,9.31
454,Kaoma,ZM,2020-10-26 00:37:13,-14.78,24.8,66.43,34,31,5.28
455,Thongwa,MM,2020-10-26 00:37:13,16.76,96.53,78.8,94,75,4.7
456,Qurayyat,SA,2020-10-26 00:33:20,31.33,37.34,64.4,25,40,6.93
457,Saint-Jerome,CA,2020-10-26 00:33:15,45.78,-74.0,39.0,44,75,4.7
458,Chimore,BO,2020-10-26 00:35:07,-16.98,-65.13,81.91,73,100,1.19
459,Luba,GQ,2020-10-26 00:37:14,3.46,8.55,78.26,80,97,1.99
460,Vilhena,BR,2020-10-26 00:37:14,-12.74,-60.15,72.73,82,38,3.8
461,San Cristobal,VE,2020-10-26 00:37:14,7.77,-72.22,78.8,83,40,4.7
462,Khilok,RU,2020-10-26 00:37:15,51.37,110.47,23.2,88,100,17.36
463,Itarema,BR,2020-10-26 00:33:28,-2.92,-39.92,79.79,80,0,15.5
464,Mana,GF,2020-10-26 00:37:15,5.66,-53.78,80.69,82,66,9.69
465,Kyra,RU,2020-10-26 00:37:15,49.58,111.98,27.93,81,100,21.25
466,Hualmay,PE,2020-10-26 00:37:15,-11.1,-77.61,63.19,84,80,8.75
467,Pacific Grove,US,2020-10-26 00:36:09,36.62,-121.92,62.6,67,1,10.29
468,Klyuchi,RU,2020-10-26 00:37:16,52.27,79.17,40.69,82,100,14.25
469,Praia Da Vitoria,PT,2020-10-26 00:37:16,38.73,-27.07,64.0,82,75,3.31
470,Riyadh,SA,2020-10-26 00:35:38,24.69,46.72,64.4,42,0,6.91
471,Gbadolite,CD,2020-10-26 00:37:17,4.28,21.02,71.58,97,100,1.05
472,Salamiyah,SY,2020-10-26 00:37:17,35.01,37.05,65.12,27,0,6.87
473,Hals,DK,2020-10-26 00:37:17,57.0,10.31,50.0,95,100,1.01
474,Russell,US,2020-10-26 00:36:25,32.35,-85.2,73.4,88,90,2.37
475,Aqtobe,KZ,2020-10-26 00:37:18,50.28,57.21,53.6,87,90,13.42
476,Banjar,ID,2020-10-26 00:37:18,-8.19,114.97,84.2,94,40,2.24
477,General Roca,AR,2020-10-26 00:37:18,-39.03,-67.58,62.6,32,0,6.93
478,Namatanai,PG,2020-10-26 00:37:18,-3.67,152.43,82.38,76,100,8.28
479,Litovko,RU,2020-10-26 00:37:18,49.24,135.17,42.89,72,0,2.62
480,Lere,NG,2020-10-26 00:37:19,10.39,8.57,70.52,36,27,3.09
481,Bartica,GY,2020-10-26 00:37:19,6.4,-58.62,78.8,88,20,4.7
482,Staryy Nadym,RU,2020-10-26 00:37:19,65.61,72.68,15.94,96,100,14.05
483,Cururupu,BR,2020-10-26 00:37:19,-1.83,-44.87,76.64,88,100,3.56
484,Xining,CN,2020-10-26 00:37:19,36.62,101.77,39.25,58,100,2.84
485,Lipin Bor,RU,2020-10-26 00:37:20,60.26,37.98,33.28,94,100,5.61
486,Abramovka,RU,2020-10-26 00:37:20,51.19,41.02,42.75,89,0,3.71
487,Christchurch,NZ,2020-10-26 00:35:11,-43.53,172.63,55.99,87,100,12.75
488,Vuktyl,RU,2020-10-26 00:33:07,63.86,57.31,21.02,96,100,3.78
489,La Ronge,CA,2020-10-26 00:35:56,55.1,-105.28,23.0,57,20,5.82
490,Khasan,RU,2020-10-26 00:37:21,42.43,130.64,50.72,53,0,7.34
491,Marfino,RU,2020-10-26 00:37:21,55.7,37.38,46.4,87,75,6.71
492,Hearst,CA,2020-10-26 00:37:21,49.68,-83.67,26.13,93,100,4.56
493,Kisiwani,TZ,2020-10-26 00:37:21,-4.13,37.95,66.38,86,59,1.14
494,Miajadas,ES,2020-10-26 00:37:22,39.15,-5.91,53.01,91,100,1.99
495,Nelson Bay,AU,2020-10-26 00:37:16,-32.72,152.15,62.01,100,90,25.28
496,Kandrian,PG,2020-10-26 00:37:22,-6.22,149.55,86.09,64,100,4.25
497,Peredovaya,RU,2020-10-26 00:37:23,44.12,41.48,51.06,45,0,5.64
498,Akcaabat,TR,2020-10-26 00:37:24,41.02,39.57,66.2,45,0,4.7
499,Maceio,BR,2020-10-26 00:36:06,-9.67,-35.74,75.2,94,40,5.82
500,Moree,AU,2020-10-26 00:35:02,-29.47,149.85,69.8,52,40,9.44
501,Szarvas,HU,2020-10-26 00:37:24,46.87,20.55,55.0,100,75,2.24
502,Carpinteria,US,2020-10-26 00:32:29,34.4,-119.52,64.99,76,7,1.01
503,Baneh,IR,2020-10-26 00:37:25,36.0,45.89,43.3,61,100,1.68
504,Talcahuano,CL,2020-10-26 00:37:25,-36.72,-73.12,53.6,71,0,11.41
505,Mapiripan,CO,2020-10-26 00:37:25,2.89,-72.13,76.08,92,100,3.27
506,Kangundo,KE,2020-10-26 00:37:25,-1.3,37.35,62.6,93,75,9.17
507,Maniitsoq,GL,2020-10-26 00:37:25,65.42,-52.9,28.13,79,100,8.28
508,Staraya Kulatka,RU,2020-10-26 00:37:26,52.72,47.62,35.96,84,0,10.45
509,Sovetskiy,RU,2020-10-26 00:37:26,61.36,63.58,25.57,98,100,5.03
510,Isabela,PH,2020-10-26 00:37:26,6.71,121.97,78.8,94,90,6.93
511,Penzance,GB,2020-10-26 00:37:27,50.12,-5.54,50.0,81,96,21.92
512,Mahon,ES,2020-10-26 00:35:21,39.89,4.27,66.2,77,40,18.34
513,Naqadeh,IR,2020-10-26 00:37:27,36.96,45.39,53.47,37,100,1.7
514,Kigoma,TZ,2020-10-26 00:37:27,-4.88,29.63,75.54,75,89,8.37
515,Garden City,US,2020-10-26 00:32:48,42.33,-83.33,46.99,61,90,9.17
516,Tottori,JP,2020-10-26 00:37:28,35.5,134.23,59.0,72,20,8.05
517,Nizhniy Kuranakh,RU,2020-10-26 00:37:28,58.84,125.49,31.68,94,100,1.03
518,Kushmurun,KZ,2020-10-26 00:37:29,52.45,64.63,50.16,82,100,21.23
519,Vila Do Maio,CV,2020-10-26 00:37:29,15.13,-23.22,80.6,74,0,17.22
520,Sur,OM,2020-10-26 00:37:29,22.57,59.53,71.73,64,0,5.19
521,Bom Jardim,BR,2020-10-26 00:37:30,-7.8,-35.59,68.99,97,17,5.28
522,Nkoteng,CM,2020-10-26 00:37:30,4.52,12.03,68.29,97,76,2.15
523,Keti Bandar,PK,2020-10-26 00:37:30,24.14,67.45,76.8,50,0,6.98
524,Tuy Hoa,VN,2020-10-26 00:37:30,13.08,109.3,78.51,84,52,4.43
525,Coquimbo,CL,2020-10-26 00:37:30,-29.95,-71.34,53.6,87,0,4.7
526,Miri,MY,2020-10-26 00:37:31,4.41,114.01,75.2,100,40,10.29
527,Victor Harbor,AU,2020-10-26 00:37:31,-35.57,138.62,59.0,68,31,13.33
528,Acapulco,MX,2020-10-26 00:35:13,16.86,-99.89,84.2,83,40,3.36
529,Khoy,IR,2020-10-26 00:37:31,38.55,44.95,57.87,37,100,0.87
530,Bridgton,US,2020-10-26 00:32:58,44.05,-70.71,39.0,65,0,2.75
531,Sydney Mines,CA,2020-10-26 00:37:32,46.24,-60.22,39.99,51,90,23.04
532,Roald,NO,2020-10-26 00:37:32,62.58,6.13,51.8,57,94,6.93
533,Kasaragod,IN,2020-10-26 00:37:32,12.5,75.0,75.2,88,40,4.52
534,Qui Nhon,VN,2020-10-26 00:36:29,13.77,109.23,78.17,86,97,5.12
535,Mayumba,GA,2020-10-26 00:37:33,-3.43,10.66,76.87,88,100,8.99
536,Am Timan,TD,2020-10-26 00:37:33,11.03,20.28,76.57,33,9,4.29
537,Port Hedland,AU,2020-10-26 00:36:13,-20.32,118.57,80.6,61,0,11.41
538,Little Current,CA,2020-10-26 00:37:33,45.98,-81.92,41.0,75,90,9.17
539,Dingle,PH,2020-10-26 00:32:57,11.0,122.67,77.88,88,100,16.75
540,Tsabong,BW,2020-10-26 00:37:34,-26.02,22.4,79.3,35,92,10.18
541,Broken Hill,AU,2020-10-26 00:37:34,-31.95,141.43,55.4,58,0,13.87
542,Halifax,CA,2020-10-26 00:32:36,44.65,-63.57,39.0,77,6,1.01
543,Cap Malheureux,MU,2020-10-26 00:37:34,-19.98,57.61,73.99,75,49,8.99
544,Maryville,US,2020-10-26 00:34:32,35.76,-83.97,66.2,88,75,3.36
545,Visnes,NO,2020-10-26 00:37:35,59.36,5.22,53.01,81,40,12.75
546,Chara,RU,2020-10-26 00:37:35,56.91,118.26,32.81,90,100,1.23
547,Cardston,CA,2020-10-26 00:37:36,49.2,-113.3,26.01,77,20,11.41
548,Egvekinot,RU,2020-10-26 00:37:36,66.32,-179.17,23.22,93,0,3.51
549,Mazarron,ES,2020-10-26 00:37:36,37.6,-1.31,68.0,55,0,9.17
550,Saint-Junien,FR,2020-10-26 00:37:36,45.88,0.9,46.99,100,90,5.82
551,Sambava,MG,2020-10-26 00:37:36,-14.27,50.17,69.82,84,0,9.46
552,Sola,VU,2020-10-26 00:37:37,-13.88,167.55,84.2,79,75,4.7
553,Inirida,CO,2020-10-26 00:34:04,3.87,-67.92,75.49,86,100,1.99
554,Waling,NP,2020-10-26 00:37:37,27.98,83.77,61.29,54,0,4.09
555,Port-Gentil,GA,2020-10-26 00:35:12,-0.72,8.78,78.8,83,75,11.41
556,Redlands,US,2020-10-26 00:33:41,34.06,-117.18,64.4,55,75,10.29
557,Zhanakorgan,KZ,2020-10-26 00:36:00,43.91,67.25,47.07,47,100,8.99
558,Chambersburg,US,2020-10-26 00:33:06,39.94,-77.66,45.0,89,100,1.01
559,Hami,CN,2020-10-26 00:34:11,42.8,93.45,41.31,59,91,5.14
560,Oksfjord,NO,2020-10-26 00:37:39,70.24,22.35,34.0,80,75,24.16
561,Moron,AR,2020-10-26 00:37:39,-34.65,-58.62,66.0,99,53,4.0
562,Shirvan,AZ,2020-10-26 00:37:39,39.95,48.9,63.0,84,100,3.22
563,Blagoyevo,RU,2020-10-26 00:37:39,63.37,47.92,20.64,97,63,5.14
564,Paranaiba,BR,2020-10-26 00:35:26,-19.68,-51.19,77.67,75,20,4.43
565,Elizabeth City,US,2020-10-26 00:37:40,36.29,-76.25,66.0,99,86,9.08
566,Guangyuan,CN,2020-10-26 00:37:40,32.44,105.82,64.0,79,100,11.99
567,Cockburn Town,TC,2020-10-26 00:37:40,21.46,-71.14,83.64,79,100,25.21
568,Lasa,IT,2020-10-26 00:37:40,46.62,10.7,53.01,93,90,6.93
569,Fairbanks,US,2020-10-26 00:37:40,64.84,-147.72,33.01,86,1,3.85
570,Prince Rupert,CA,2020-10-26 00:37:41,54.32,-130.32,37.4,93,90,10.29
571,Shelburne,CA,2020-10-26 00:37:41,44.08,-80.2,41.0,60,90,9.17
572,Bowen,AU,2020-10-26 00:35:09,-20.02,148.23,87.8,55,75,10.29
573,Perigueux,FR,2020-10-26 00:37:41,45.18,0.72,50.0,91,100,1.01
574,Puerto Leguizamo,CO,2020-10-26 00:37:42,-0.19,-74.78,77.72,78,92,1.83
