City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
361,Jiangyou,CN,31.77,104.72,55.89,76,90,0.92,light rain
362,Baykit,RU,61.67,96.37,13.1,91,100,10.45,overcast clouds
363,Quatre Cocos,MU,-20.21,57.76,70.0,79,0,3.0,clear sky
364,Lavrentiya,RU,65.58,-171.0,30.56,93,100,10.25,overcast clouds
365,Dobrun,RU,53.19,34.25,44.85,78,5,7.47,clear sky
366,Talaya,RU,61.38,152.75,11.05,89,0,3.24,clear sky
367,Tema,GH,5.67,-0.02,80.6,88,40,11.41,scattered clouds
368,Bolpur,IN,23.67,87.72,68.25,54,0,5.59,clear sky
369,Atbasar,KZ,51.8,68.33,27.95,93,99,19.62,overcast clouds
370,Cabra,ES,37.47,-4.44,51.8,87,0,1.12,clear sky
371,Kedougou,SN,12.56,-12.17,79.34,32,78,2.95,broken clouds
372,Buala,SB,-8.14,159.59,82.69,76,3,1.81,clear sky
373,Paamiut,GL,61.99,-49.67,28.06,85,59,18.28,broken clouds
374,Anloga,GH,5.79,0.9,80.6,88,20,9.17,few clouds
375,Millerovo,RU,48.92,40.4,43.59,66,84,16.26,broken clouds
376,Okhotsk,RU,59.38,143.3,27.73,83,0,8.1,clear sky
377,Ponta Delgada,PT,37.73,-25.67,64.4,72,75,3.36,broken clouds
378,Husavik,IS,66.04,-17.34,37.4,64,90,6.93,overcast clouds
379,Presidente Dutra,BR,-5.29,-44.49,86.81,55,88,2.3,light rain
380,Kondrovo,RU,54.81,35.93,46.0,87,2,6.71,clear sky
381,Uttarkashi,IN,30.73,78.45,57.09,34,0,5.41,clear sky
382,Kuytun,RU,54.34,101.5,27.61,97,59,6.29,broken clouds
383,Ziyang,CN,29.25,117.85,60.01,91,7,3.36,clear sky
384,Henties Bay,NA,-22.12,14.28,59.0,89,22,1.01,few clouds
385,La Asuncion,VE,11.03,-63.86,89.6,55,0,17.22,clear sky
386,Flagstaff,US,35.2,-111.65,45.0,22,1,9.17,clear sky
387,Changli,CN,39.7,119.15,45.1,46,100,4.45,overcast clouds
388,Khandyga,RU,62.67,135.6,12.6,97,99,2.44,overcast clouds
389,Tecoanapa,MX,16.52,-98.75,85.91,69,53,9.26,light rain
390,Kuragino,RU,53.9,92.67,32.7,91,82,5.59,broken clouds
391,Altamira,BR,-3.2,-52.21,87.8,66,75,3.36,broken clouds
392,Ayagoz,KZ,47.97,80.44,41.61,62,73,23.73,broken clouds
393,Hay River,CA,60.82,-115.8,23.0,73,75,13.87,broken clouds
394,Grand Gaube,MU,-20.01,57.66,70.0,79,0,3.0,clear sky
395,Trincomalee,LK,8.57,81.23,79.14,79,1,4.36,clear sky
396,Havoysund,NO,71.0,24.66,35.6,79,0,16.11,clear sky
397,Pandharpur,IN,17.67,75.33,72.59,69,2,4.56,clear sky
398,San,ML,13.3,-4.9,81.34,15,100,4.32,overcast clouds
399,Posse,BR,-14.09,-46.37,81.23,57,58,4.83,broken clouds
400,Pecos,US,31.42,-103.49,32.0,60,90,11.41,light intensity drizzle
401,Kavaratti,IN,10.57,72.64,81.21,76,96,7.23,overcast clouds
402,Sungairaya,ID,0.7,108.9,76.98,90,98,6.44,overcast clouds
403,Northam,GB,51.03,-4.22,50.0,80,1,15.01,light rain
404,Sandnessjoen,NO,66.02,12.63,42.8,70,0,5.82,clear sky
405,Usinsk,RU,65.99,57.53,27.73,98,100,14.97,light snow
406,Bagaces,CR,10.53,-85.25,84.2,79,75,9.17,broken clouds
407,Jumla,NP,29.27,82.18,42.87,55,0,4.7,clear sky
408,East London,ZA,-33.02,27.91,70.97,85,35,8.08,scattered clouds
409,Gweta,BW,-20.18,25.23,84.88,16,41,16.78,scattered clouds
410,Juybar,IR,36.64,52.91,65.03,82,20,5.19,few clouds
411,Nesbyen,NO,60.57,9.1,35.01,97,100,2.68,overcast clouds
412,Kamenka,RU,51.32,42.77,38.01,71,100,11.39,overcast clouds
413,Norsup,VU,-16.07,167.38,82.4,74,40,6.93,scattered clouds
414,Praia Da Vitoria,PT,38.73,-27.07,64.4,63,75,7.78,broken clouds
415,Alice,US,27.75,-98.07,55.4,87,90,11.41,overcast clouds
416,Doume,CM,4.23,13.45,70.41,87,100,1.61,overcast clouds
417,Maryborough,AU,-25.53,152.7,69.85,91,37,4.07,scattered clouds
418,Zhuhai,CN,22.28,113.57,77.0,78,0,10.29,clear sky
419,Yumen,CN,40.28,97.2,38.05,70,99,8.14,overcast clouds
420,Kruisfontein,ZA,-34.0,24.73,61.0,92,27,10.56,scattered clouds
421,Mersing,MY,2.43,103.84,77.56,86,87,4.88,overcast clouds
422,Nioki,CD,-2.72,17.68,73.51,94,96,2.68,overcast clouds
423,Powell River,CA,49.85,-124.54,48.2,81,90,6.93,overcast clouds
424,San Patricio,US,28.02,-97.52,64.4,72,90,12.75,overcast clouds
425,Shimanovsk,RU,52.0,127.7,32.54,96,97,4.43,overcast clouds
426,Buin,CL,-33.73,-70.75,64.99,43,90,4.7,overcast clouds
427,Spring Valley,US,36.11,-115.25,68.0,7,1,4.7,clear sky
428,Nelson Bay,AU,-32.72,152.15,63.0,82,75,9.17,broken clouds
429,Caramay,PH,10.18,119.24,79.97,81,94,6.89,overcast clouds
430,Gat,IL,31.61,34.76,75.99,100,32,4.34,scattered clouds
431,Ishimbay,RU,53.45,56.04,29.34,93,14,4.47,few clouds
432,Yueyang,CN,29.33,113.09,62.96,70,77,12.06,broken clouds
433,Gambela,ET,8.25,34.58,72.72,81,71,3.18,broken clouds
434,Jiuquan,CN,39.74,98.52,38.16,71,96,5.75,overcast clouds
435,Mackay,AU,-21.15,149.2,75.2,83,40,4.7,scattered clouds
436,Grand Island,US,40.92,-98.34,41.0,32,1,13.87,clear sky
437,Guzelyurt,TR,38.28,34.37,60.8,29,0,6.93,clear sky
438,Longyearbyen,SJ,78.22,15.64,30.2,86,75,5.82,light snow
439,Bahia Blanca,AR,-38.72,-62.27,66.2,45,75,16.11,light rain
440,Atambua,ID,-9.11,124.89,74.73,81,41,1.81,scattered clouds
441,Griffith,US,41.53,-87.42,37.99,100,90,5.82,overcast clouds
442,Aykhal,RU,66.0,111.5,-11.65,88,64,5.08,broken clouds
443,Baoqing,CN,46.33,132.21,35.71,81,35,6.13,scattered clouds
444,Nanakuli,US,21.39,-158.15,80.6,74,1,2.3,clear sky
445,Garowe,SO,8.41,48.48,74.37,63,1,10.8,clear sky
446,Santa Lucia,ES,27.91,-15.54,71.6,64,75,18.34,broken clouds
447,Luangwa,ZM,-15.62,30.42,82.54,34,1,5.19,clear sky
448,Edd,ER,13.93,41.69,83.73,45,0,19.35,clear sky
449,Zonguldak,TR,41.25,31.83,56.53,88,0,3.02,clear sky
450,Faanui,PF,-16.48,-151.75,79.74,82,80,19.66,broken clouds
451,Sao Paulo De Olivenca,BR,-3.38,-68.87,87.12,68,95,0.22,light rain
452,Siderno,IT,38.28,16.3,57.2,93,40,11.41,light rain
453,Humberto De Campos,BR,-2.6,-43.46,79.93,73,3,7.0,clear sky
454,Veraval,IN,20.9,70.37,78.58,50,0,10.27,clear sky
455,At-Bashi,KG,41.17,75.81,35.53,69,96,5.66,overcast clouds
456,Zunyi,CN,27.69,106.91,55.47,85,100,6.93,light rain
457,Padang,ID,-0.95,100.35,77.14,73,96,4.03,overcast clouds
458,Kihei,US,20.79,-156.47,87.8,55,40,8.05,scattered clouds
459,Sadiqabad,PK,28.31,70.13,70.03,22,0,5.57,clear sky
460,Aklavik,CA,68.22,-135.01,10.4,92,75,4.7,broken clouds
461,Oranjemund,NA,-28.55,16.43,58.21,85,4,6.29,clear sky
462,Boa Vista,BR,2.82,-60.67,93.2,38,40,11.41,scattered clouds
463,Maracaju,BR,-21.61,-55.17,80.56,54,0,5.35,clear sky
464,Dalbandin,PK,28.89,64.41,56.46,30,0,3.04,clear sky
465,Rosario Oeste,BR,-14.84,-56.43,82.51,70,80,4.7,moderate rain
466,Nhulunbuy,AU,-12.23,136.77,78.8,88,100,3.36,overcast clouds
467,Ossora,RU,59.24,163.07,32.7,92,83,7.65,broken clouds
468,Assiniboia,CA,49.63,-105.98,45.72,71,40,18.01,scattered clouds
469,Natitingou,BJ,10.3,1.38,73.4,69,98,4.7,overcast clouds
470,Lompoc,US,34.64,-120.46,72.0,26,1,13.87,clear sky
471,Morondava,MG,-20.28,44.28,77.56,65,0,10.63,clear sky
472,Namibe,AO,-15.2,12.15,70.25,81,95,6.53,overcast clouds
473,Yarmouth,US,41.71,-70.23,52.0,71,1,9.17,clear sky
474,Dubbo,AU,-32.25,148.62,59.0,77,75,12.75,broken clouds
475,Bourail,NC,-21.57,165.48,76.68,60,85,5.84,overcast clouds
476,Karlstad,SE,59.38,13.5,48.2,93,100,18.34,light intensity drizzle
477,Salinopolis,BR,-0.61,-47.36,81.52,79,69,10.07,broken clouds
478,Port Lincoln,AU,-34.73,135.87,56.55,81,0,5.17,clear sky
479,Saint-Georges,GD,12.06,-61.75,78.8,83,40,5.82,light intensity shower rain
480,Trat,TH,12.5,102.5,73.38,91,100,3.04,overcast clouds
481,Zhezkazgan,KZ,47.8,67.71,30.29,93,77,14.07,broken clouds
482,Musoma,TZ,-1.5,33.8,71.22,75,95,10.13,light rain
483,Kommunar,RU,59.62,30.39,51.8,81,90,8.95,overcast clouds
484,Fort Nelson,CA,58.81,-122.7,32.0,85,75,10.29,broken clouds
485,Ancud,CL,-41.87,-73.82,48.99,87,90,17.22,light intensity shower rain
486,Chernyshevskiy,RU,63.01,112.47,15.4,98,100,3.15,overcast clouds
487,Portland,US,45.52,-122.68,59.0,54,20,3.36,few clouds
488,Ketchikan,US,55.34,-131.65,46.4,100,40,8.05,scattered clouds
489,Atar,MR,20.52,-13.05,87.8,17,0,10.49,clear sky
490,Punta Alta,AR,-38.88,-62.07,66.2,45,75,16.11,broken clouds
491,Salalah,OM,17.02,54.09,78.8,69,20,3.36,few clouds
492,Antofagasta,CL,-23.65,-70.4,62.6,72,40,16.11,scattered clouds
493,Maldonado,UY,-34.67,-54.92,61.0,93,90,13.87,mist
494,Jalu,LY,29.03,21.55,74.23,36,22,11.41,few clouds
495,Esmeraldas,BR,-19.76,-44.31,87.8,69,40,8.05,scattered clouds
496,Fairbanks,US,64.84,-147.72,30.2,92,90,9.17,light snow
497,Harlingen,US,26.19,-97.7,69.8,64,90,14.99,overcast clouds
498,Bacolod,PH,10.67,122.95,78.51,77,98,5.08,overcast clouds
499,Sinjar,IQ,36.32,41.88,64.53,28,0,5.82,clear sky
500,Hambantota,LK,6.12,81.12,78.4,83,67,8.72,broken clouds
501,Borogontsy,RU,62.67,131.17,3.45,93,100,3.06,overcast clouds
502,Lagunas,PE,-5.23,-75.68,92.93,49,59,4.68,light rain
503,Grindavik,IS,63.84,-22.43,41.0,52,0,27.51,clear sky
504,Tuensang,IN,26.28,94.83,63.77,83,0,1.74,light rain
505,Netarhat,IN,23.48,84.27,58.3,59,0,2.62,clear sky
506,Coahuayana,MX,18.73,-103.68,82.4,74,75,9.17,broken clouds
507,Moba,CN,33.23,105.02,36.9,88,100,4.83,overcast clouds
508,North Augusta,US,33.5,-81.97,80.6,65,1,0.56,clear sky
509,Tatvan,TR,38.51,42.28,46.62,52,32,2.64,scattered clouds
510,San Lorenzo,PY,-25.33,-57.53,86.0,28,0,2.24,clear sky
511,Vardo,NO,70.37,31.11,39.2,93,75,9.17,broken clouds
512,Umm Lajj,SA,25.02,37.27,82.29,45,0,5.95,clear sky
513,Cap Malheureux,MU,-19.98,57.61,70.0,79,0,3.0,clear sky
514,Leningradskiy,RU,69.38,178.42,17.51,90,0,18.43,clear sky
515,Puerto Madero,MX,14.72,-92.42,83.75,76,91,9.1,light rain
516,Lerum,SE,57.77,12.27,48.99,87,75,12.75,broken clouds
517,Talnakh,RU,69.49,88.4,-4.38,83,0,5.46,clear sky
518,Malakal,SS,9.53,31.66,77.94,71,7,5.26,clear sky
519,Manadhoo,MV,5.77,73.38,82.35,76,3,7.43,clear sky
520,Kochinda,IN,21.73,84.35,66.43,55,0,2.17,clear sky
521,Road Town,VG,18.42,-64.62,82.4,78,40,9.17,scattered clouds
522,Kokkola,FI,63.84,23.13,46.99,93,75,12.75,broken clouds
523,The Valley,AI,18.22,-63.06,80.6,83,40,13.87,scattered clouds
524,Mesto Albrechtice,CZ,50.16,17.57,45.0,98,96,4.09,overcast clouds
525,Dakar,SN,14.69,-17.44,78.8,78,0,10.31,clear sky
526,Beloha,MG,-25.17,45.05,69.78,85,0,12.95,clear sky
527,Red Bank,US,40.35,-74.06,57.99,82,1,4.7,clear sky
528,Beringovskiy,RU,63.05,179.32,27.0,92,87,11.79,overcast clouds
529,Hobyo,SO,5.35,48.53,79.39,81,12,11.43,few clouds
530,Tigzirt,DZ,36.89,4.12,61.29,61,43,6.67,scattered clouds
531,Margate,GB,51.38,1.39,51.01,86,30,1.99,scattered clouds
532,Rincon,US,32.3,-81.24,82.4,61,40,8.05,scattered clouds
533,Mucurapo,TT,10.67,-61.53,82.99,69,20,11.41,shower rain
534,Marawi,PH,8.0,124.29,75.0,89,100,5.01,light rain
535,Chulman,RU,56.85,124.91,10.98,94,100,6.6,light snow
536,Shima,CN,24.45,117.81,71.6,73,0,6.71,clear sky
537,Porto Novo,BJ,6.5,2.6,80.6,88,40,10.29,scattered clouds
538,Sri Aman,MY,1.24,111.46,75.2,94,100,2.24,overcast clouds
539,Pallasovka,RU,50.05,46.88,34.14,81,0,7.27,clear sky
540,Mabaruma,GY,8.2,-59.78,81.63,75,19,4.21,few clouds
541,Skibbereen,IE,51.55,-9.27,44.6,87,75,16.11,broken clouds
542,Goshogawara,JP,40.8,140.44,43.0,98,0,1.99,clear sky
543,College,US,64.86,-147.8,30.2,80,90,5.82,overcast clouds
544,Hawalli,KW,29.28,48.0,68.0,45,5,6.93,clear sky
545,Marsh Harbour,BS,26.54,-77.06,81.93,76,0,12.44,clear sky
546,Tatawin,TN,32.93,10.45,60.8,59,0,2.24,clear sky
547,Revda,RU,56.8,59.93,23.0,92,0,8.95,clear sky
548,Minbu,MM,20.18,94.88,76.66,87,73,1.03,moderate rain
549,Gerash,IR,27.67,54.14,64.4,39,0,2.42,clear sky
550,Tirumullaivasal,IN,11.23,79.83,79.36,81,0,8.63,clear sky
551,Maxixe,MZ,-23.86,35.35,72.72,89,77,9.22,broken clouds
552,Kadoma,JP,34.73,135.58,48.2,100,0,2.24,clear sky
553,Kaeo,NZ,-35.1,173.78,68.0,84,91,3.0,overcast clouds
554,Kandiari,PK,26.92,68.52,76.19,21,0,7.9,clear sky
555,Tuatapere,NZ,-46.13,167.68,53.01,72,12,1.99,few clouds
556,Pali,IN,25.77,73.33,71.67,21,0,5.93,clear sky
557,Mundo Nuevo,MX,18.7,-95.5,80.53,77,65,8.25,broken clouds
558,Anahuac,MX,27.23,-100.15,44.6,100,90,11.41,mist
559,Namatanai,PG,-3.67,152.43,81.66,74,66,2.75,broken clouds
560,Port Hueneme,US,34.15,-119.2,82.4,22,20,13.87,smoke
561,Ginda,IN,30.69,78.49,50.54,43,0,5.68,clear sky
562,Karratha,AU,-20.74,116.85,67.46,89,76,3.89,broken clouds
563,Labuhan,ID,-6.88,112.21,77.95,85,100,8.48,overcast clouds
564,Kutum,SD,14.2,24.67,76.39,22,0,12.48,clear sky
565,Batagay-Alyta,RU,67.8,130.41,1.27,85,1,3.42,clear sky
566,Labuan,MY,5.28,115.24,77.0,94,20,8.34,few clouds
567,Santa Ines,BR,-3.67,-45.38,84.36,61,66,5.93,broken clouds
568,Balkhash,KZ,46.84,74.98,35.8,75,5,22.28,clear sky
569,Cuamba,MZ,-14.8,36.54,73.31,66,67,1.97,broken clouds
570,Faya,SA,18.39,42.45,60.8,25,0,4.94,clear sky
571,Manavalakurichi,IN,8.13,77.3,80.6,94,20,6.51,mist
572,Coquimbo,CL,-29.95,-71.34,57.2,67,40,12.75,scattered clouds
573,Lodja,CD,-3.48,23.43,70.38,90,100,1.77,light rain
574,Kudahuvadhoo,MV,2.67,72.89,81.97,78,40,12.66,scattered clouds
575,Menongue,AO,-14.66,17.69,80.71,22,99,5.66,overcast clouds
576,Bichena,ET,10.45,38.2,51.04,48,0,2.59,clear sky
577,Marevo,RU,57.31,32.08,47.57,82,0,11.86,clear sky
578,Kamina,CD,-8.74,24.99,66.33,95,94,5.01,overcast clouds
579,Vung Tau,VN,10.35,107.08,78.89,85,100,16.13,light rain
580,Tiznit,MA,29.58,-9.5,62.29,70,0,2.8,clear sky
581,Bhuj,IN,23.27,69.67,76.87,39,0,6.24,clear sky
582,Harper,LR,4.38,-7.72,78.21,88,58,7.76,light rain
583,San Ignacio,BZ,17.16,-89.07,91.4,59,0,3.36,clear sky
584,Novyy Buyan,RU,53.69,50.05,26.6,92,0,2.1,clear sky
585,Misratah,LY,32.38,15.09,69.98,67,17,21.94,few clouds
586,Urdoma,RU,61.75,48.54,36.37,95,100,10.58,overcast clouds
587,San Jeronimo,PE,-11.95,-75.28,54.55,66,83,13.6,moderate rain
588,Gilgit,PK,35.92,74.31,55.56,33,22,0.76,few clouds
589,Hovd,MN,48.01,91.64,29.86,79,91,0.18,overcast clouds
590,Iralaya,HN,15.0,-83.23,83.17,75,100,8.93,overcast clouds
591,Eureka,US,40.8,-124.16,71.01,55,1,5.82,clear sky
592,Korla,CN,41.76,86.15,39.99,92,0,1.01,clear sky
593,Oranjestad,AW,12.52,-70.03,86.0,70,40,11.41,scattered clouds
594,Flin Flon,CA,54.77,-101.86,28.4,79,90,5.82,overcast clouds
595,Silver City,US,32.77,-108.28,30.2,92,90,12.75,overcast clouds
596,Keti Bandar,PK,24.14,67.45,78.51,61,0,8.68,clear sky
597,Barra Dos Coqueiros,BR,-10.91,-37.04,80.6,78,40,12.75,scattered clouds
598,Caranavi,BO,-15.82,-67.55,77.36,58,78,3.04,broken clouds
599,Bikin,RU,46.82,134.26,37.15,80,100,2.35,overcast clouds
600,Morro Bay,US,35.37,-120.85,75.99,20,0,7.0,clear sky
601,Agadir,MA,30.42,-9.6,62.6,82,0,4.7,clear sky
602,Xining,CN,36.62,101.77,30.09,95,61,1.52,broken clouds
603,Camocim,BR,-2.9,-40.84,79.9,77,69,14.83,broken clouds
604,Bereda,ES,43.27,-7.54,55.99,100,99,5.99,overcast clouds
605,Neftcala,AZ,39.37,49.25,62.8,70,0,12.15,clear sky
606,Grajau,BR,-5.82,-46.14,83.66,66,41,4.09,light rain
607,Haines Junction,CA,60.75,-137.51,33.01,85,15,2.24,few clouds
608,Havre-Saint-Pierre,CA,50.23,-63.6,32.0,82,20,6.93,few clouds
609,Wala,CM,4.58,12.32,70.12,88,66,1.59,broken clouds
610,Kieta,PG,-6.22,155.63,82.13,72,9,1.7,clear sky
611,Severo-Yeniseyskiy,RU,60.37,93.04,21.45,97,100,12.46,light snow
612,Marienburg,PL,54.04,19.03,48.0,100,84,10.58,broken clouds
613,Quchan,IR,37.11,58.51,46.36,52,0,3.71,clear sky
614,Gotsu,JP,35.0,132.22,57.49,62,100,3.44,overcast clouds
615,Kaura Namoda,NG,12.59,6.58,78.12,25,0,3.91,clear sky
616,Lake Charles,US,30.21,-93.2,81.0,74,90,4.7,overcast clouds
617,Mayo,US,38.89,-76.51,62.6,72,40,4.7,scattered clouds
618,Plettenberg Bay,ZA,-34.05,23.37,62.17,70,87,6.89,overcast clouds
619,Barkly West,ZA,-28.54,24.52,73.4,46,68,18.34,broken clouds
620,Englehart,CA,47.82,-79.87,32.0,82,90,10.29,overcast clouds
621,Kalakamati,BW,-20.59,27.31,74.8,30,0,12.97,clear sky
622,Kurilsk,RU,45.23,147.88,45.68,68,97,6.82,overcast clouds
623,Vokhma,RU,58.93,46.76,31.57,96,75,8.3,broken clouds
624,Koshurnikovo,RU,54.17,93.3,28.33,96,65,4.52,broken clouds
625,Mafinga,TZ,-7.25,35.07,71.62,60,14,6.13,few clouds
626,Yangambi,CD,0.81,24.43,72.18,95,100,0.58,overcast clouds
627,Oloron-Sainte-Marie,FR,43.19,-0.61,55.4,93,99,6.93,mist
628,Uyuni,BO,-20.46,-66.83,62.58,19,0,28.12,clear sky
629,Staryy Nadym,RU,65.61,72.68,1.99,91,0,5.91,clear sky
630,Kenora,CA,49.82,-94.43,26.6,86,90,13.87,overcast clouds
631,Agua Dulce,MX,18.13,-94.13,91.4,49,75,6.08,broken clouds
632,Beira,MZ,-19.84,34.84,75.2,88,40,10.29,scattered clouds
633,Paramonga,PE,-10.67,-77.83,66.76,76,100,8.75,overcast clouds
634,Kantabanji,IN,20.48,82.92,67.48,67,0,1.66,clear sky
635,Mangalam,IN,9.77,78.67,80.19,78,0,1.01,clear sky
636,Bandar-E Lengeh,IR,26.56,54.88,71.6,68,0,4.7,clear sky
637,Dhidhdhoo,MV,6.88,73.1,82.17,77,69,7.07,broken clouds
638,Krasnoselkup,RU,65.7,82.47,-1.89,88,0,13.24,clear sky
639,Georgiyevskoye,RU,58.73,45.02,33.06,93,57,8.7,broken clouds
640,Olga,RU,43.74,135.29,42.53,79,83,3.33,broken clouds
641,Turinsk,RU,58.05,63.7,21.31,96,43,7.18,scattered clouds
642,Qui Nhon,VN,13.77,109.23,74.34,87,100,35.5,heavy intensity rain
643,Pangai,TO,-19.8,-174.35,77.0,83,40,16.11,scattered clouds
644,Novobelokatay,RU,55.71,58.95,26.89,94,66,9.24,broken clouds
645,Del Rio,US,29.36,-100.9,42.8,81,90,9.17,overcast clouds
646,Gualaquiza,EC,-3.4,-78.55,77.79,68,100,2.51,moderate rain
647,Davila,PH,18.47,120.58,78.8,100,90,2.24,overcast clouds
648,Udachnyy,RU,66.42,112.4,-12.3,88,83,3.38,broken clouds
649,Manakara,MG,-22.13,48.02,70.14,91,7,2.75,clear sky
650,Natal,BR,-5.79,-35.21,80.6,78,40,9.17,scattered clouds
651,Sorsk,RU,54.0,90.25,32.32,93,94,5.32,overcast clouds
652,Cabedelo,BR,-6.98,-34.83,78.8,78,20,10.29,few clouds
653,Barranca De Upia,CO,4.57,-72.97,85.35,77,83,3.51,moderate rain
654,Micheweni,TZ,-4.97,39.83,78.28,82,2,9.24,light rain
655,San Pedro,PH,14.35,121.02,80.01,88,40,5.59,scattered clouds
656,Hervey Bay,AU,-25.3,152.85,73.0,94,90,8.05,overcast clouds
657,Uinskoye,RU,56.88,56.58,29.41,91,100,6.64,light snow
658,Olinda,BR,-8.01,-34.86,80.6,69,40,10.29,scattered clouds
659,Valparaiso,CL,-33.04,-71.63,62.6,51,0,11.41,clear sky
660,Muroto,JP,33.28,134.15,59.0,82,20,8.05,few clouds
661,Mathbaria,BD,22.29,89.96,72.9,75,0,5.37,clear sky
662,Bougouni,ML,11.42,-7.48,76.64,33,90,1.36,overcast clouds
663,Brunico,IT,46.8,11.94,32.0,92,0,5.82,clear sky
664,Ereymentau,KZ,51.62,73.1,27.55,96,9,14.14,clear sky
665,Pacifica,US,37.61,-122.49,75.2,16,20,8.32,few clouds
666,Jutai,BR,-5.18,-68.9,91.38,52,62,1.03,broken clouds
